YEAR,BU CODE,SECTOR,ACCOUNT CODE,Budget,Utilization,CAF
2023,334000,ROAS,702000130200,13400,0,0
2023,710000,PCMS,704000010200,337200,288161.47,288161.47
2023,710000,PCMS,704000090150a,579923.12,441035.45,0
2023,710000,PCMS,704000010500,212000,182935.5,182935.5
2023,710000,PCMS,704000110200,561700,526950,526950
2023,710000,PCMS,704000030300,19600,10000,10000
2023,710000,PCMS,704000150500,70300,69018,69018
2023,710000,PCMS,704000030500,115200,108028.63,108028.63
2023,710000,PCMS,703000010500,2137834.64,2137834.64,0
2023,710000,PCMS,703000030200,353400,353400,353400
2023,710000,PCMS,702000070200,8938853.64,8444870.4,0
2023,710000,PCMS,702000071300,12233992.87,12211355.5,0
2023,710000,PCMS,702000070250,500000,457646.43,0
2023,710000,PCMS,702000070100,12957188.29,18784701.16,0
2023,710000,PCMS,702000070150,4250000,3875000,0
2023,710000,PCMS,702000030400,2000,2000,2000
2023,710000,PCMS,702000070700,13904499.44,13871348.06,0
2023,710000,PCMS,702000030500,1866914.38,1844732.76,0
2023,710000,PCMS,702000110200,5669100,5081613.65,0
2023,710000,PCMS,702000110300,558500,510672.4,0
2023,710000,PCMS,702000090400a,489100,899891.46,0
2023,710000,PCMS,702000110500,5669100,5081617.51,0
2023,710000,PCMS,702000070120,5552183.52,5552183.52,0
2023,710000,PCMS,702000050300,0,0,0
2023,710000,PCMS,702000110800,40800,41900,0
2023,710000,PCMS,702000030800,1080000,1111480.89,0
2023,710000,PCMS,702000110600,22203900,19902989.74,0
2023,710000,PCMS,702000030900,4683400,4025746.57,0
2023,710000,PCMS,702000031000,912000,780151.3,0
2023,710000,PCMS,702000010000,47242300,42346771.92,0
2023,710000,PCMS,702000110700,40800,41900,0
2023,710000,PCMS,702000071100,1008000,1024451.61,0
2023,710000,PCMS,702000090300,4909000,4909000,0
2023,440000,FSS,704000010200,159400,101349.25,101349.25
2023,440000,FSS,704000110200,34300,10312.02,14071.78
2023,440000,FSS,704000010600,540800,0,0
2023,440000,FSS,704000030500,57600,56079.77,56079.77
2023,440000,FSS,703000010500,2084782.68,2083327.57,0
2023,440000,FSS,703000030200,468700,204740.5,204740.5
2023,440000,FSS,702000130240,207053.51,207053.51,0
2023,440000,FSS,702000050300,65500,0,0
2023,220000,MES,160080010000,156138.5,67500,0
2023,220000,MES,704000010200,96544.63,51102,51102
2023,220000,MES,704000090150a,818290.05,735051.21,0
2023,220000,MES,704000110200,1870100,1821029.53,1863489.6
2023,220000,MES,704000171800,3500,0,0
2023,220000,MES,704000030500,117600,74111.28,81485.28
2023,220000,MES,704000090170,10000,0,0
2023,220000,MES,703000010500,1817522.51,1817522.47,0
2023,220000,MES,703000030200,172000,143551.34,143551.34
2023,220000,MES,702000050300,177900,53983.8,53983.8
2023,401400,PCMS,170580010000,228800,0,0
2023,401400,PCMS,170580020000,1281300,0,0
2023,401400,PCMS,160080010000,136100,101000,0
2023,401400,PCMS,170332010000,719500,613241.5,0
2023,401400,PCMS,704000130100,9333000,8663200,9239200
2023,401400,PCMS,704000010200,859600,47791.93,47791.9300000001
2023,401400,PCMS,704000090400,20800,0,0
2023,401400,PCMS,704000110200,405000,199390,199390
2023,401400,PCMS,704000030300,3200,0,0
2023,401400,PCMS,704000170400,99360,0,0
2023,401400,PCMS,704000150500,18100,16098.6,16098.6
2023,401400,PCMS,704000030500,115200,84430,84430
2023,401400,PCMS,704000074150,7640,6380,6380
2023,401400,PCMS,703000010500,2557926.87,2478096.52,0
2023,401400,PCMS,703000030100,50000,10330.02,10330.02
2023,401400,PCMS,703000030200,6975600,4410197.84,4516189.86
2023,401400,PCMS,702000071300,30769.23,0,0
2023,401400,PCMS,702000030400a,2000,0,0
2023,401400,PCMS,702000130240,848140.48,845360.92,0
2023,401400,PCMS,702000050300,199300,0,14451.96
2023,401300,FSS,704000010200,89900,28249,28249
2023,401300,FSS,704000110200,27800,0,0
2023,401300,FSS,704000030500,55300,51011.83,51011.83
2023,401300,FSS,703000010500,1425803.02,1351651.02,0
2023,401300,FSS,703000030200,130500,102055,102055
2023,401300,FSS,702000130240,654792.31,654792.31,0
2023,401300,FSS,702000050300,18400,0,0
2023,330000,ROAS,160080215000,51233900,0,0
2023,330000,ROAS,160080225000,51233900,0,0
2023,330000,ROAS,160080300000,51233900,0,0
2023,330000,ROAS,160080201000,51233900,0,0
2023,330000,ROAS,160080202000,51233900,0,0
2023,330000,ROAS,160080205000,51233900,0,0
2023,330000,ROAS,160080206000,51233900,0,0
2023,330000,ROAS,160080220000,51233900,0,0
2023,330000,ROAS,160080010000,10771400,5154888,0
2023,330000,ROAS,160080208000,51233900,0,0
2023,330000,ROAS,160080211000,51233900,0,0
2023,330000,ROAS,160080216000,51233900,0,0
2023,330000,ROAS,160080221000,51233900,0,0
2023,330000,ROAS,160080250000,65134500,8874290,0
2023,330000,ROAS,160080223000,51233900,0,0
2023,330000,ROAS,160080213000,51233900,0,0
2023,330000,ROAS,160080218000,51233900,0,0
2023,330000,ROAS,170332010000,177700,87999,0
2023,330000,ROAS,704000130500,1127475500,603727891.21,856814957.15
2023,330000,ROAS,704000130400,53413800,0,0
2023,330000,ROAS,704000090100,1184200,0,0
2023,330000,ROAS,704000010200,280000,94281.5,94281.5
2023,330000,ROAS,704000090150a,5476680.64,3895307.45,0
2023,330000,ROAS,704000030300,654700,157462.38,434525.37
2023,330000,ROAS,704000170100,0,0,0
2023,330000,ROAS,704000170200,274528189,133698928.88,146021000
2023,330000,ROAS,704000170400,95000,90900,90900
2023,330000,ROAS,704000150500,10542314.5,5477400,5477400
2023,330000,ROAS,704000030500,247800,205951.68,242551.68
2023,330000,ROAS,704000090170,30000,0,0
2023,330000,ROAS,704000075100,65700,37500.12,37500.12
2023,330000,ROAS,704000074150,6000,2550,2550
2023,330000,ROAS,703000030100,155200,89276.11,89276.11
2023,330000,ROAS,703000030200,28848100,10285045.29,10383545.29
2023,330000,ROAS,702000030400,384000,0,0
2023,330000,ROAS,702000030600,660000,0,0
2023,330000,ROAS,702000050300,287200,103367.62,103367.62
2023,330000,ROAS,702000130300,11952100,7998895.29,7998895.29
2023,521500,CSS,170332010000,73300,0,0
2023,521500,CSS,704000010200,555300,208662,208662
2023,521500,CSS,704000090150a,18548657.96,384651.63,0
2023,521500,CSS,704000160000,2500,0,0
2023,521500,CSS,704000150500,2700,0,0
2023,521500,CSS,704000030500,177600,116628,175828
2023,521500,CSS,704000090170,30000,0,0
2023,521500,CSS,703000010500,1156027.98,1152693.92,0
2023,521500,CSS,703000030200,2040200,2009886.27,2009886.27
2023,521500,CSS,702000130240,1354209.06,1335994.59,0
2023,521500,CSS,702000050300,114400,0,0
2023,521500,CSS,702000130200,8888400,3859803.3,8206511.2
2023,500000,CSS,704000010200,466100,73891.4,73891.4
2023,500000,CSS,704000090150a,289211.56,225095.68,0
2023,500000,CSS,704000250100,360000,288548.61,288548.61
2023,500000,CSS,704000110200,170100,0,0
2023,500000,CSS,704000030500,382800,129859,145259
2023,500000,CSS,703000010500,6844135.09,2905261.32,0
2023,500000,CSS,703000030200,788100,313601.49,313601.49
2023,500000,CSS,702000130240,14559294.14,2919435.42,0
2023,500000,CSS,702000050300,1107000,403907.88,403907.88
2023,400000,FSS,170332010000,12600,9077,0
2023,400000,FSS,704000010200,3506400,613928.5,613928.5
2023,400000,FSS,704000250100,360000,305012.61,305012.61
2023,400000,FSS,704000010500,966500,932108.71,932108.71
2023,400000,FSS,704000110200,76800,0,0
2023,400000,FSS,704000030500,154200,120001.42,120001.42
2023,400000,FSS,703000010500,5985118.2,3327779.15,0
2023,400000,FSS,703000030200,408200,366944.08,366944.08
2023,400000,FSS,702000130240,2517254.79,2248280.89,0
2023,400000,FSS,702000050300,281100,51602.97,51602.97
2023,300000,MES,160080010000,170000,0,0
2023,300000,MES,170332010000,69400,0,0
2023,300000,MES,704000010200,274900,31750,31750
2023,300000,MES,704000090150a,538023.12,160640.86,0
2023,300000,MES,704000250100,60000,0,0
2023,300000,MES,704000110200,1831500,1775656.35,1824928.48
2023,300000,MES,704000170200,4400,0,0
2023,300000,MES,704000030500,315900,70174.25,70174.25
2023,300000,MES,703000010500,10401168.34,5469305.98,0
2023,300000,MES,703000030200,649700,384299.99,384299.99
2023,300000,MES,702000130240,10944090.39,838998.12,0
2023,300000,MES,702000050300,429300,0,0
2023,250500,PCMS,170332020000,45100,11741,0
2023,250500,PCMS,704000010200,702995,721142.51,721142.51
2023,250500,PCMS,704000090150a,281511.56,0,0
2023,250500,PCMS,704000250100,360000,360000,360000
2023,250500,PCMS,704000110200,41500,24168.48,24168.48
2023,250500,PCMS,704000030300,5200,130,130
2023,250500,PCMS,704000090600,8461241.55,0,0
2023,250500,PCMS,704000150500,64800,59822.4,59822.4
2023,250500,PCMS,704000030500,138900,56713,56713
2023,250500,PCMS,703000010500,6380154.88,4719538.78,0
2023,250500,PCMS,703000030200,837800,243535.11,243535.11
2023,250500,PCMS,702000070200,6286475.1,6194648.12,0
2023,250500,PCMS,702000071300,5939600,5612916.09,0
2023,250500,PCMS,702000070250,119100,101336.99,0
2023,250500,PCMS,702000070100,5279521.63,6969278.37,0
2023,250500,PCMS,702000070150,1250000,1250000,0
2023,250500,PCMS,702000070700,5659600,5067016.09,0
2023,250500,PCMS,702000030500,487370.85,484209.88,0
2023,250500,PCMS,702000130240,898404.12,154538.15,0
2023,250500,PCMS,702000110200,2631400,1976598.71,0
2023,250500,PCMS,702000110300,130600,128043.31,0
2023,250500,PCMS,702000090400a,271700,51968.6,0
2023,250500,PCMS,702000110500,2631400,2486852.14,0
2023,250500,PCMS,702000070120,1841486.26,1841486.26,0
2023,250500,PCMS,702000050300,129800,59324.37,59324.37
2023,250500,PCMS,702000110800,10040,9986.73,0
2023,250500,PCMS,702000030800,249340,247132.2,0
2023,250500,PCMS,702000110600,10306400,7563165.32,0
2023,250500,PCMS,702000030900,2720090,2044028.21,0
2023,250500,PCMS,702000031000,214600,198072.74,0
2023,250500,PCMS,702000010000,21928400,20787722.22,0
2023,250500,PCMS,702000110700,10150,10100,0
2023,250500,PCMS,702000071100,178980,175793.55,0
2023,200100,ROAS,704000010200,328600,309477,309477
2023,200100,ROAS,704000250100,360000,360000,360000
2023,200100,ROAS,704000030500,193521.45,186404.98,186404.98
2023,200100,ROAS,703000010500,31782032.67,12787744.04,0
2023,200100,ROAS,703000030200,2357878.55,1409226.43,1409226.43
2023,200100,ROAS,702000130240,13927045.95,1777074.5,0
2023,200100,ROAS,702000050300,0,0,0
2023,200000,EO,160080010000,900000,0,0
2023,200000,EO,170332010000,100000,0,0
2023,200000,EO,704000150600,11400,0,0
2023,200000,EO,704000010200,720000,286803.82,286803.82
2023,200000,EO,704000090800,5050000,4872980.15,4872980.15
2023,200000,EO,704000250100,2400000,2189758.36,2189758.36
2023,200000,EO,704000110200,204300,0,0
2023,200000,EO,704000030300,2300,0,0
2023,200000,EO,704000170200,260000,0,0
2023,200000,EO,704000090700,10000000,5000000,5000000
2023,200000,EO,704000150500,49800,820,820
2023,200000,EO,704000030500,554200,449008.85,449008.85
2023,200000,EO,703000010500,22471700,21911194.46,0
2023,200000,EO,703000030200,1034000,622615.77,622615.77
2023,200000,EO,702000130240,1697900,604213.71,0
2023,200000,EO,702000050300,612600,464676.69,464676.69
2023,240000,EO,160120010000,400000,0,0
2023,240000,EO,160080010000,168200,71800,0
2023,240000,EO,170332010000,648400,407310.69,0
2023,240000,EO,704000010200,3557900,3002688.3,3002688.3
2023,240000,EO,704000090150a,5994574.28,1267967.22,0
2023,240000,EO,704000090400,75232560,44730340.75,44730340.75
2023,240000,EO,704000110200,865000,592900,592900
2023,240000,EO,704000170200,29900,0,0
2023,240000,EO,704000170400,159170,133230,133230
2023,240000,EO,704000090700,4326400,3998780,3998780
2023,240000,EO,704000150500,1749140,1177140,1177140
2023,240000,EO,704000030500,1063900,682640.8,848448.11
2023,240000,EO,704000090170,80000,0,0
2023,240000,EO,704000074150,8530,8530,8530
2023,240000,EO,703000010500,4192735.31,4006486.68,0
2023,240000,EO,703000030100,391100,385539.93,390646.47
2023,240000,EO,703000030200,25400400,23084627.59,23628366
2023,240000,EO,703000040100,6069000,5450000,6065000
2023,240000,EO,702000130240,4475564.69,3842752.03,0
2023,240000,EO,702000050300,794000,300761.37,300761.37
2023,100000,EO,160285010000,941880,224668,0
2023,100000,EO,160270010000,181920,0,0
2023,100000,EO,160080010000,2125400,746000,0
2023,100000,EO,170332010000,1171200,442850,0
2023,100000,EO,704000110500,33500,32200,32200
2023,100000,EO,704000150300,392100,0,0
2023,100000,EO,704000150600,525200,18400,18400
2023,100000,EO,704000010200,3057000,1446864.64,1446864.64
2023,100000,EO,704000090800,3234700,0,0
2023,100000,EO,704000250100,7200000,3260506.63,3260506.63
2023,100000,EO,704000110200,4858700,2971545.11,3665692.8
2023,100000,EO,704000170300,98000,0,0
2023,100000,EO,704000170200,65900,0,0
2023,100000,EO,704000150500,712900,23978,23978
2023,100000,EO,704000030500,1228800,480127.59,480127.59
2023,100000,EO,703000010500,48116898.63,41471449.07,0
2023,100000,EO,703000030100,3000000,802800.36,802800.36
2023,100000,EO,703000030200,4552500,3474171.98,3494107.38
2023,100000,EO,702000130240,225601.37,225601.37,0
2023,100000,EO,702000050300,3626200,706223.72,706223.72
2023,511000,CSS,160280010000,383908300,0,0
2023,511000,CSS,701006160000,3278600,52155,52155
2023,511000,CSS,704000090500,89816087.56,65172191.45,65943477.73
2023,511000,CSS,704000010200,476200,292249.25,292249.25
2023,511000,CSS,704000090800,1661400,0,0
2023,511000,CSS,704000090150a,9778766.72,5514906.77,0
2023,511000,CSS,704000120000,27186800,26174728.1,26174728.1
2023,511000,CSS,704000030500,105600,92496.35,92496.35
2023,511000,CSS,704000090170,10000,0,0
2023,511000,CSS,704000074500,13000,12500,12500
2023,511000,CSS,703000030200,742200,362525.76,362525.76
2023,511000,CSS,702000050300,71300,0,0
2023,207000,ROAS,170332010000,9300,0,0
2023,207000,ROAS,704000010200,59400,55475,55475
2023,207000,ROAS,704000090150a,538023.12,304412.97,0
2023,207000,ROAS,704000150500,76400,75312,75312
2023,207000,ROAS,704000030500,58600,58100,58100
2023,207000,ROAS,704000090170,0,0,0
2023,207000,ROAS,703000030200,145400,121371.99,121371.99
2023,207000,ROAS,702000050300,24800,12010.05,12010.05
2023,410000,FSS,704000010200,37500,21987,21987
2023,410000,FSS,704000110200,0,0,0
2023,410000,FSS,704000030500,62800,52000,52000
2023,410000,FSS,703000030200,115000,63582.04,63582.04
2023,410000,FSS,702000050300,116900,104320.28,104320.28
2023,420000,FSS,704000010200,38000,4750,4750
2023,420000,FSS,704000110200,50800,0,0
2023,420000,FSS,704000030500,63600,48500.01,48500.01
2023,420000,FSS,703000010500,343102.27,343102.27,0
2023,420000,FSS,703000030200,4800,800,800
2023,420000,FSS,702000130240,146993.97,146993.97,0
2023,420000,FSS,702000050300,191600,0,0
2023,520000,CSS,160080010000,81700,71800,0
2023,520000,CSS,704000010200,502400,95781,95781
2023,520000,CSS,704000090800,692250,0,0
2023,520000,CSS,704000090150a,3847906.71,3010506.83,0
2023,520000,CSS,704000030500,158200,138941.94,138941.94
2023,520000,CSS,704000090170,63800,0,0
2023,520000,CSS,703000010500,878678,876432.19,0
2023,520000,CSS,703000030200,5937350,1704363.98,1704363.98
2023,520000,CSS,702000130240,1741732.88,1482319.32,0
2023,520000,CSS,702000050300,27000,0,0
2023,310000,MES,160080010000,144835,0,0
2023,310000,MES,704000010200,80900,66484,66484
2023,310000,MES,704000170200,14700,0,0
2023,310000,MES,704000171800,5100,0,0
2023,310000,MES,704000030500,146800,73759.5,145947.08
2023,310000,MES,704000090170,10400,0,0
2023,310000,MES,703000010500,3390643.47,3390643.47,0
2023,310000,MES,703000030200,567400,208890.37,208890.37
2023,310000,MES,702000130240,6633.65,6633.65,0
2023,310000,MES,702000050300,190700,0,0
2023,530000,CSS,160080010000,690600,67500,0
2023,530000,CSS,170332010000,358100,0,0
2023,530000,CSS,704000010200,127906.25,51102,120889.72
2023,530000,CSS,704000090150a,1193057.28,735051.21,0
2023,530000,CSS,704000171800,138400,0,53200
2023,530000,CSS,704000150500,2902500,0,2899000
2023,530000,CSS,704000030500,75000,74111.28,74111.28
2023,530000,CSS,703000010500,234985.95,1817522.47,0
2023,530000,CSS,703000030200,209230,143551.34,199511.83
2023,530000,CSS,702000050100,12205.87,0,12205.87
2023,530000,CSS,702000050200,130446.37,0,130446.37
2023,530000,CSS,702000050300,68300,53983.8,53983.8
2023,535000,CSS,160080010000,228000,159500,0
2023,535000,CSS,170332010000,894667,51500,0
2023,535000,CSS,704000010200,2417000,2200659.76,2200659.76
2023,535000,CSS,704000090150a,2433689.66,400392.59,0
2023,535000,CSS,704000030500,98000,37153.69,93753.69
2023,535000,CSS,704000090170,20000,0,0
2023,535000,CSS,703000030200,1227000,1156041.94,1184723.98
2023,535000,CSS,702000130400,7062000,0,3779114.1
2023,535000,CSS,702000050300,140391.26,114333.85,114333.85
2023,270100,ROAS,704000010200,95500,37042,37042
2023,270100,ROAS,704000090150a,342011.56,321909.58,0
2023,270100,ROAS,704000150500,76400,68264,68264
2023,270100,ROAS,704000030500,68400,56113.3,56113.3
2023,270100,ROAS,704000090170,5000,0,0
2023,270100,ROAS,703000030200,274800,125253.56,125253.56
2023,270100,ROAS,702000050300,59400,1678.52,1678.52
2023,510100,EO,160285010000,276800,0,0
2023,510100,EO,704000010200,184000,179697,179697
2023,510100,EO,704000090150a,1797622.68,1053138.5,0
2023,510100,EO,704000030500,82800,71505.86,80091.55
2023,510100,EO,704000090170,80000,0,0
2023,510100,EO,703000010500,7046120.18,6149574.67,0
2023,510100,EO,703000030200,7200,6500,6500
2023,510100,EO,702000130240,4545179.82,4377640.42,0
2023,510100,EO,702000050300,91000,0,0
2023,203000,EO,170332010000,15400,0,0
2023,203000,EO,704000010200,4712500,3743477.36,3743477.36
2023,203000,EO,704000090800,6000000,270833.33,270833.33
2023,203000,EO,704000030500,140400,125000,125200
2023,203000,EO,704000090170,15000,0,0
2023,203000,EO,703000030200,1291500,127258,127258
2023,203000,EO,702000130240,2984980.01,1185204,0
2023,206000,EO,160080010000,195200,0,0
2023,206000,EO,170332010000,63100,0,0
2023,206000,EO,704000150600,152000,0,0
2023,206000,EO,704000010200,10830323.97,10315532.74,10441687.23
2023,206000,EO,704000090150a,1673520.95,111171.99,0
2023,206000,EO,704000160000,7109943.27,7021383.47,7072053.18
2023,206000,EO,704000110200,5400099.12,5358407.57,5373512.59
2023,206000,EO,704000110400,142414,142414,142414
2023,206000,EO,704000150500,20000,7682,7682
2023,206000,EO,704000030500,148300,133930.57,146230.57
2023,206000,EO,704000090170,30000,0,0
2023,206000,EO,703000010500,3190400,1781438.3,0
2023,206000,EO,703000030200,782613.12,740021.92,740021.92
2023,206000,EO,702000130240,1821200,1134921.71,0
2023,206000,EO,702000050300,73400,66803.6,66803.6
2023,333500,ROAS,160035221000,1743200,1708904.93,0
2023,333500,ROAS,170323030221,534800,519740,0
2023,333500,ROAS,160140221000,2568800,2548000,0
2023,333500,ROAS,170332221000,1042200,909715.33,0
2023,333500,ROAS,170310030221,353850.5,341114.4,0
2023,333500,ROAS,704000130200,249300,113500,113500
2023,333500,ROAS,704000130500,37900,14400,14400
2023,333500,ROAS,704000090100,93800,7921.44,7921.44
2023,333500,ROAS,704000090500,100000,38280,0
2023,333500,ROAS,704000150600,279400,115700,115700
2023,333500,ROAS,704000010200,191500,128377,128377
2023,333500,ROAS,704000010300,3000,0,0
2023,333500,ROAS,704000030210,4158200,3806648.54,3806648.54
2023,333500,ROAS,704000090150a,342836.2,288580.28,0
2023,333500,ROAS,704000030220,80800,77888,77888
2023,333500,ROAS,704000090300,1200,0,0
2023,333500,ROAS,704000090400,1200,300,300
2023,333500,ROAS,701006210000,641917,641917,641917
2023,333500,ROAS,704000110200,4800,1021.94,1021.94
2023,333500,ROAS,704000110300,8900,640,640
2023,333500,ROAS,704000030300,61200,35922.2,35922.2
2023,333500,ROAS,704000170900,343400,314511.37,314511.37
2023,333500,ROAS,704000170100,1899000,1526570.5,1582810.5
2023,333500,ROAS,704000171400,2940283,2200131.27,2200131.27
2023,333500,ROAS,704000170200,327600,192900,192900
2023,333500,ROAS,704000170400,199500,89069.17,89069.17
2023,333500,ROAS,704000090900,240000,186774.32,186774.32
2023,333500,ROAS,704000150500,374700,260339.3,260339.3
2023,333500,ROAS,704000030500,229700,207083.33,207083.33
2023,333500,ROAS,704000090170,10400,0,0
2023,333500,ROAS,704000170600,357000,263173.1,263173.1
2023,333500,ROAS,704000030230,250900,218216.8,218216.8
2023,333500,ROAS,704000075100,399700,399348.88,399348.88
2023,333500,ROAS,704000074500,16600,10095,10095
2023,333500,ROAS,704000074250,24600,24540,24540
2023,333500,ROAS,704000074150,25000,13910,13910
2023,333500,ROAS,703000030100,212400,173559.58,173559.58
2023,333500,ROAS,703000030200,3375100,3310494.56,3310494.56
2023,333500,ROAS,702000030400,90400,56750,56750
2023,333500,ROAS,702000050450,555400,351500,351500
2023,333500,ROAS,702000050350,813400,813400,813400
2023,333500,ROAS,702000090400,230700,198450,198450
2023,333500,ROAS,702000050250,2504400,2183852.27,2183852.27
2023,333500,ROAS,702000050150,4430300,4005816.81,4005816.81
2023,331900,ROAS,170323030340,91400,0,0
2023,331900,ROAS,160080250000,8021400,1708530,0
2023,331900,ROAS,160140224000,4760760,3558830,0
2023,331900,ROAS,170332228000,998340,354975.02,0
2023,331900,ROAS,170310030310,137045,105540.5,0
2023,331900,ROAS,704000130200,86400,12337,12337
2023,331900,ROAS,704000090100,258000,83338.94,83338.94
2023,331900,ROAS,704000150600,1382900,590475,590475
2023,331900,ROAS,704000010200,3234150,2613127.55,2613127.55
2023,331900,ROAS,704000030210,1927000,1368858.84,1368858.84
2023,331900,ROAS,704000090150a,182798.3,0,0
2023,331900,ROAS,704000030220,750000,325089.12,325089.12
2023,331900,ROAS,704000090400,7500,0,0
2023,331900,ROAS,704000110100,10300,0,0
2023,331900,ROAS,704000110200,6900,0,0
2023,331900,ROAS,704000110300,3000,3000,3000
2023,331900,ROAS,704000030300,43000,1485,1485
2023,331900,ROAS,704000170900,121500,104793,104793
2023,331900,ROAS,704000170100,868100,0,0
2023,331900,ROAS,704000171400,955200,217933.66,217933.66
2023,331900,ROAS,704000170400,35600,0,0
2023,331900,ROAS,704000050500,490000,414000,414000
2023,331900,ROAS,704000090900,240000,0,0
2023,331900,ROAS,704000150500,1005990,349820.43,349820.43
2023,331900,ROAS,704000030500,171900,33600,33600
2023,331900,ROAS,704000170600,75000,0,0
2023,331900,ROAS,704000030230,148000,148000,148000
2023,331900,ROAS,704000075100,1927600,248696.88,248696.88
2023,331900,ROAS,704000074500,4800,0,0
2023,331900,ROAS,704000074150,14000,6380,6380
2023,331900,ROAS,703000030100,257600,39547.27,39547.27
2023,331900,ROAS,703000030200,2471950,2090324.52,2090324.52
2023,331900,ROAS,702000130100,41430,35890,35890
2023,331900,ROAS,702000030400,88000,0,0
2023,331900,ROAS,702000050450,507000,86375,86375
2023,331900,ROAS,702000050350,1229300,315035.94,315035.94
2023,331900,ROAS,702000090400,159800,125950,125950
2023,331900,ROAS,702000050250,876700,876700,876700
2023,331900,ROAS,702000050150,1624768.72,1624768.72,1624768.72
2023,331100,ROAS,170323030217,69600,29545,0
2023,331100,ROAS,160080223000,75000,72100,0
2023,331100,ROAS,170332217000,149100,107664,0
2023,331100,ROAS,170310030217,137593.8,11308.95,0
2023,331100,ROAS,704000130200,108000,72000,72000
2023,331100,ROAS,704000130500,3900,3871,3871
2023,331100,ROAS,704000090100,10900,0,0
2023,331100,ROAS,704000090500,100000,0,0
2023,331100,ROAS,704000150600,45000,43200,43200
2023,331100,ROAS,704000010200,216400,199393.15,199393.15
2023,331100,ROAS,704000010300,3000,0,0
2023,331100,ROAS,704000030210,5838000,5462524.98,5462524.98
2023,331100,ROAS,704000090150a,911632.76,744201.37,0
2023,331100,ROAS,704000030220,80000,56856,56856
2023,331100,ROAS,704000090400,6600,2900,2900
2023,331100,ROAS,701006210000,437800,405231,405231
2023,331100,ROAS,704000110100,17400,17350,17350
2023,331100,ROAS,704000110200,3800,0,0
2023,331100,ROAS,704000110300,2600,1926,1926
2023,331100,ROAS,704000030300,38900,22450.5,22450.5
2023,331100,ROAS,704000170900,540400,66800,66800
2023,331100,ROAS,704000170100,8122100,1687319.01,2510609.64
2023,331100,ROAS,704000171400,2273800,1589517.74,2244624.24
2023,331100,ROAS,704000170300,22100,0,0
2023,331100,ROAS,704000170200,70000,66278,66278
2023,331100,ROAS,704000170400,116800,40934.37,40934.37
2023,331100,ROAS,704000090900,240000,200000,240000
2023,331100,ROAS,704000150500,572400,496327.2,496327.2
2023,331100,ROAS,704000030500,216800,164538.99,164539.99
2023,331100,ROAS,704000170600,38200,14900,14900
2023,331100,ROAS,704000030230,197300,100838.59,100838.59
2023,331100,ROAS,704000075100,252800,252791.7,252791.7
2023,331100,ROAS,704000074500,3800,0,0
2023,331100,ROAS,704000074250,45400,37620,37620
2023,331100,ROAS,704000074150,18600,11550,11550
2023,331100,ROAS,703000030100,548900,156853.05,156853.05
2023,331100,ROAS,703000030200,2979484.84,2742149.16,2742149.16
2023,331100,ROAS,702000130100,45750,45750,45750
2023,331100,ROAS,702000030400,150000,112400,112400
2023,331100,ROAS,702000050450,510000,422250,422250
2023,331100,ROAS,702000050350,679000,678110.25,678110.25
2023,331100,ROAS,702000090400,175000,175000,175000
2023,331100,ROAS,702000050250,2239600,2238810.52,2238810.52
2023,331100,ROAS,702000050150,3414000,3413357.43,3413357.43
2023,534000,CSS,160030190000,220961925,2484260,0
2023,534000,CSS,160030140000,275919300,13498994,0
2023,534000,CSS,160030350000,236121775.87,44258687.24,0
2023,534000,CSS,160030224000,49101000,48369824.85,0
2023,534000,CSS,160035080000,6515500,0,0
2023,534000,CSS,160035010000,154399500,123192361.02,0
2023,534000,CSS,160035020000,1784500,1181685.66,0
2023,534000,CSS,160035360000,590000,0,0
2023,534000,CSS,160037010000,1404600,0,0
2023,534000,CSS,160037020000,108526300,19732048.15,0
2023,534000,CSS,160285010000,2745271.15,0,0
2023,534000,CSS,160270010000,1966750,0,0
2023,534000,CSS,160080215000,13200000,0,0
2023,534000,CSS,160080204000,830000,0,0
2023,534000,CSS,160080010000,21536100,1648190,0
2023,534000,CSS,160080208000,12960000,0,0
2023,534000,CSS,160010280000,35507200,0,0
2023,534000,CSS,160015219000,4925100,0,0
2023,534000,CSS,160015000150,913000,912595.31,0
2023,534000,CSS,160140010000,166400,0,0
2023,534000,CSS,170332010000,4889900,472351.02,0
2023,534000,CSS,170332308000,56000,55507.2,0
2023,534000,CSS,704000010200,2793800,1159103.55,1159103.55
2023,534000,CSS,704000090800,1265801.99,0,1265801.99
2023,534000,CSS,704000090150a,67326392.35,29415405.75,0
2023,534000,CSS,704000250300,29865.06,0,0
2023,534000,CSS,704000110200,29600,0,0
2023,534000,CSS,704000110300,86800,0,77090
2023,534000,CSS,704000170100,2270697.98,1858156,1858156
2023,534000,CSS,704000150500,160100,86840,86840
2023,534000,CSS,704000030500,374400,318415.86,318415.86
2023,534000,CSS,704000090170,0,0,0
2023,534000,CSS,703000010500,2154392.65,2125877.31,0
2023,534000,CSS,703000030200,9241000,4831260.45,4831260.45
2023,534000,CSS,702000030400,132400,110220,110220
2023,534000,CSS,702000130240,483497.14,479558.91,0
2023,534000,CSS,702000050300,169200,0,0
2023,534000,CSS,702000130300,7710934.94,0,0
2023,260000,CSS,170332010000,15400,0,0
2023,260000,CSS,704000010200,214000,102364.45,102364.45
2023,260000,CSS,704000090150a,2430321.13,1820708.75,0
