YEAR,BU CODE,SECTOR,ACCOUNT CODE,Budget,Utilization,CAF
2023,332100,ROAS,704000090400,6600,600,600
2023,332100,ROAS,701006210000,1080500,796254.5,796254.5
2023,332100,ROAS,704000110100,13600,10465,10465
2023,332100,ROAS,704000110200,21100,16623,16623
2023,332100,ROAS,704000110300,500,0,0
2023,332100,ROAS,704000030300,34100,18322.84,18322.84
2023,332100,ROAS,704000170900,146300,104050,104050
2023,332100,ROAS,704000170100,2517600,1823150.24,1823150.24
2023,332100,ROAS,704000171400,2104000,1588109.22,1588109.22
2023,332100,ROAS,704000170200,48400,15800,15800
2023,332100,ROAS,704000170400,67600,54000,54000
2023,332100,ROAS,704000090900,240000,231666.62,231666.62
2023,332100,ROAS,704000150500,413200,351237.25,351237.25
2023,332100,ROAS,704000030500,264800,221825.35,221825.35
2023,332100,ROAS,704000170600,437000,368047,368047
2023,332100,ROAS,704000030230,95500,68361.92,68361.92
2023,332100,ROAS,704000075100,269200,269119.6,269119.6
2023,332100,ROAS,704000074500,50700,32497.25,32497.25
2023,332100,ROAS,704000074250,17800,13980,13980
2023,332100,ROAS,704000074150,36800,13411.06,13411.06
2023,332100,ROAS,703000030100,196800,147536.41,147536.41
2023,332100,ROAS,703000030200,3743400,3553473,3553473
2023,332100,ROAS,702000130100,227600,227600,227600
2023,332100,ROAS,702000030400,80000,74540,74540
2023,332100,ROAS,702000050450,538700,508125,508125
2023,332100,ROAS,702000050350,772100,772100,772100
2023,332100,ROAS,702000090400,251800,251800,251800
2023,332100,ROAS,702000050250,3046000,3041819.23,3041819.23
2023,332100,ROAS,702000050150,2552200,2453879.45,2453879.45
2023,331800,ROAS,170323030219,67400,64005,0
2023,331800,ROAS,160080219000,253100,234000,0
2023,331800,ROAS,170332219000,544700,102270,0
2023,331800,ROAS,170310030219,74388.3,72798.75,0
2023,331800,ROAS,704000130200,57600,4000,4000
2023,331800,ROAS,704000090500,100000,29250,0
2023,331800,ROAS,704000150600,86800,45720,45720
2023,331800,ROAS,704000010200,150900,100867,100867
2023,331800,ROAS,704000010300,3000,0,0
2023,331800,ROAS,704000030210,2846200,2508237.87,2508237.87
2023,331800,ROAS,704000090150a,545509.24,416908.57,0
2023,331800,ROAS,704000030220,87000,73344.97,76560
2023,331800,ROAS,704000090300,400,0,0
2023,331800,ROAS,704000090400,2500,0,0
2023,331800,ROAS,701006210000,372893,372893,372893
2023,331800,ROAS,704000110100,24400,9900,11500
2023,331800,ROAS,704000110200,6900,1710,1710
2023,331800,ROAS,704000030300,58200,25605,39000
2023,331800,ROAS,704000170900,597300,497113,549287
2023,331800,ROAS,704000170100,2225707,1671465.92,2199516.94
2023,331800,ROAS,704000171400,2582300,2086332.32,2574794.64
2023,331800,ROAS,704000170200,40900,17000,17000
2023,331800,ROAS,704000170400,32200,25990.88,25990.88
2023,331800,ROAS,704000090900,240000,224476.19,240000
2023,331800,ROAS,704000150500,298700,270620,288420
2023,331800,ROAS,704000030500,196000,175197.06,175197.06
2023,331800,ROAS,704000170600,25000,25000,25000
2023,331800,ROAS,704000030230,30400,29728.96,29728.96
2023,331800,ROAS,704000075100,498800,498742.8,498742.8
2023,331800,ROAS,704000074500,10100,9776,9776
2023,331800,ROAS,704000074250,22700,18600,18600
2023,331800,ROAS,704000074150,23900,20187,20187
2023,331800,ROAS,703000030100,1218500.01,688694.31,688694.31
2023,331800,ROAS,703000030200,5242467.45,4981443.6,4981443.6
2023,331800,ROAS,702000130100,23458,23458,23458
2023,331800,ROAS,702000030400,72000,63600,71700
2023,331800,ROAS,702000050450,426000,362250,362250
2023,331800,ROAS,702000050350,1010300,1007667.95,1007667.95
2023,331800,ROAS,702000090400,242400,187146,187146
2023,331800,ROAS,702000050250,2849700,2574030.19,2574030.19
2023,331800,ROAS,702000050150,4155800,3974535.97,3974535.97
2023,511300,CSS,160080010000,98000,71800,0
2023,511300,CSS,170332010000,12500,0,0
2023,511300,CSS,704000010200,296300,257820,257820
2023,511300,CSS,704000030500,98803.22,98803.22,98803.22
2023,511300,CSS,703000030200,487896.78,85891.46,85891.46
2023,511300,CSS,702000130240,274033.65,274033.65,0
2023,201000,EO,704000010200,402000,26150,26150
2023,201000,EO,704000090800,5880000,5880000,5880000
2023,201000,EO,704000160000,2400000,0,2384214.81
2023,201000,EO,704000030500,133200,96600,106000
2023,201000,EO,703000030200,711000,82730,106502
2023,208000,EO,170332010000,4000,0,0
2023,208000,EO,704000010200,21782200,2623140.57,2839993.79
2023,208000,EO,704000090800,21071200,14767100.22,17082452.71
2023,208000,EO,704000090150a,927795.3,221015.95,0
2023,208000,EO,704000011000,1600000,0,0
2023,208000,EO,704000160000,489720,489720,489720
2023,208000,EO,704000110200,3655300,905172.67,1051817.02
2023,208000,EO,704000110400,15053980,0,0
2023,208000,EO,704000010900,45650000,581804.87,581804.87
2023,208000,EO,704000010600,1500000,416493,416493
2023,208000,EO,704000030500,250800,23000,23000
2023,208000,EO,704000090170,15000,0,0
2023,208000,EO,703000010500,12041300,7474402.35,0
2023,208000,EO,703000030200,3227300,735784.09,803184.09
2023,208000,EO,702000130240,1525200,1030708.25,0
2023,208000,EO,702000050300,210700,0,0
2023,251000,PCMS,170030010000,3879200,0,0
2023,251000,PCMS,160080070000,64629900,10378877.5,0
2023,251000,PCMS,160060070000,540943000,12641785,0
2023,251000,PCMS,170332020000,808400,429061,0
2023,251000,PCMS,160200070000,3630300,0,0
2023,251000,PCMS,704000010200,256150,212907.4,212907.4
2023,251000,PCMS,704000090150a,30597840.44,21881966.13,0
2023,251000,PCMS,704000151000,3782600,139862,139862
2023,251000,PCMS,704000030300,6300,3186.34,3186.34
2023,251000,PCMS,704000050200,850360000,363821939.25,363821939.25
2023,251000,PCMS,704000150500,408900,56000,56000
2023,251000,PCMS,704000030500,147300,147062.55,147062.55
2023,251000,PCMS,704000074500,9350,680,680
2023,251000,PCMS,703000010500,1553312.02,1553312.02,0
2023,251000,PCMS,703000030200,353100,309479.35,309479.35
2023,251000,PCMS,702000070200,51820557.11,51425602.13,0
2023,251000,PCMS,702000071300,60043594.24,59097935.15,0
2023,251000,PCMS,702000070250,3220600,2620930.74,0
2023,251000,PCMS,702000070100,73933276.61,98927777.91,0
2023,251000,PCMS,702000070150,27375000,26750000,0
2023,251000,PCMS,702000070700,64730749.61,64678249.61,0
2023,251000,PCMS,702000030500,11593558.77,11535085.85,0
2023,251000,PCMS,702000130240,300222.6,300222.6,0
2023,251000,PCMS,702000110200,28568100,26283178.31,0
2023,251000,PCMS,702000030600,6655300,5576500,5576500
2023,251000,PCMS,702000110300,3702600,3481924.02,0
2023,251000,PCMS,702000090400a,11571300,3682262.34,0
2023,251000,PCMS,702000110500,28568100,26306769.73,0
2023,251000,PCMS,702000070120,24349153.93,24349153.93,0
2023,251000,PCMS,702000050200,24116500,23830606.83,23830606.83
2023,251000,PCMS,702000050300,6505500,6446334.01,6446334.01
2023,251000,PCMS,702000110800,262800,244592.92,0
2023,251000,PCMS,702000030800,7749200,7748888.37,0
2023,251000,PCMS,702000110600,111891400,102819137.42,0
2023,251000,PCMS,702000030900,13650000,13338884.4,0
2023,251000,PCMS,702000031000,5874400,4848788.74,0
2023,251000,PCMS,702000010000,238066800,219289875.89,0
2023,251000,PCMS,702000110700,262800,244500,0
2023,251000,PCMS,702000071100,9936000,8665955.25,0
2023,251000,PCMS,702000090300,19037500,19037500,0
2023,254000,PCMS,170030010000,101468600,40137608.77,0
2023,254000,PCMS,170050020000,4311147000,2467869704.5,0
2023,254000,PCMS,160080070000,10779300,8057677.5,0
2023,254000,PCMS,160060070000,20767600,12450000,0
2023,254000,PCMS,170332020000,247400,196420,0
2023,254000,PCMS,170010010000,1251678500,677620132.62,0
2023,254000,PCMS,170010020000,43644900,38879964.32,0
2023,254000,PCMS,170554010000,167516500,17164653.29,0
2023,254000,PCMS,160200070000,12117800,5191847.81,0
2023,254000,PCMS,704000010100,150000,0,0
2023,254000,PCMS,704000010200,253279.27,248812.19,248812.19
2023,254000,PCMS,704000090150a,886471.7,806819.56,0
2023,254000,PCMS,704000090150,1005869.2,1005869.2,481709.2
2023,254000,PCMS,704000151000,105704.68,29162,29162
2023,254000,PCMS,704000030300,1600,1589.16,1589.16
2023,254000,PCMS,704000170200,1829690.52,1700554.87,1700554.87
2023,254000,PCMS,704000171500,239389108.18,231065613.2,231065613.2
2023,254000,PCMS,704000150500,1506879.22,1470843.4,1470843.4
2023,254000,PCMS,704000030500,172700,143964.84,143964.84
2023,254000,PCMS,704000074500,14105,9155,9155
2023,254000,PCMS,703000010500,2146853.32,2146853.32,0
2023,254000,PCMS,703000030200,233700,294407.61,294407.61
2023,254000,PCMS,702000070200,30376802.56,30311177.56,0
2023,254000,PCMS,702000071300,35882364.71,35337977.87,0
2023,254000,PCMS,702000070250,1547219.55,1547219.55,0
2023,254000,PCMS,702000070100,43336284.59,58992400.59,0
2023,254000,PCMS,702000070150,15000000,15000000,0
2023,254000,PCMS,702000070700,39475919.86,39381919.86,0
2023,254000,PCMS,702000030500,6615995.07,6583830.33,0
2023,254000,PCMS,702000130240,4046088.88,4046088.88,0
2023,254000,PCMS,702000110200,15464280.24,15396630.13,0
2023,254000,PCMS,702000030600,2790859.83,2778359.83,2778359.83
2023,254000,PCMS,702000110300,1922849.69,1915725.43,0
2023,254000,PCMS,702000090400a,5160900,2146692.32,0
2023,254000,PCMS,702000110500,15530640.37,15461943.22,0
2023,254000,PCMS,702000070120,14339636.25,14339636.25,0
2023,254000,PCMS,702000050200,8274907.1,8274907.1,8274907.1
2023,254000,PCMS,702000050300,2007375.58,1978271,1978271
2023,254000,PCMS,702000110800,139800,139200,0
2023,254000,PCMS,702000130200,12000,8838,8838
2023,254000,PCMS,702000030800,4181382.22,4168750.56,0
2023,254000,PCMS,702000110600,60568853.69,60300865.74,0
2023,254000,PCMS,702000030900,10850726.17,10778548.77,0
2023,254000,PCMS,702000031000,2776813.61,2765982.9,0
2023,254000,PCMS,702000010000,128817936.56,128286161.93,0
2023,254000,PCMS,702000110700,138195,137700,0
2023,254000,PCMS,702000071100,3704106.74,3687906.74,0
2023,254000,PCMS,702000090300,7344100,7344100,0
2023,333600,ROAS,170323030227,266300,141385,0
2023,333600,ROAS,160080300000,394800,361440,0
2023,333600,ROAS,160140227000,1800000,1790000,0
2023,333600,ROAS,170332300000,574500,444190,0
2023,333600,ROAS,170310030227,776088.3,497948.5,0
2023,333600,ROAS,704000130200,200000,72400,200000
2023,333600,ROAS,704000130500,2800,0,0
2023,333600,ROAS,704000090100,50095.77,36475.77,36475.77
2023,333600,ROAS,704000090500,100000,0,0
2023,333600,ROAS,704000150600,333400,227633,227633
2023,333600,ROAS,704000010200,409000,356410,392100
2023,333600,ROAS,704000010300,3000,0,0
2023,333600,ROAS,704000030210,4047626,3828724.16,3828724.16
2023,333600,ROAS,704000090150a,874727.12,680751.44,0
2023,333600,ROAS,704000030220,162000,118000,162000
2023,333600,ROAS,704000090300,1440,540,540
2023,333600,ROAS,704000090400,7050,6390,6390
2023,333600,ROAS,701006210000,566200,538352,538352
2023,333600,ROAS,704000110100,27900,18820,26500
2023,333600,ROAS,704000110200,6400,4650,5580
2023,333600,ROAS,704000110300,3000,0,0
2023,333600,ROAS,704000030300,100900,29969.12,60000
2023,333600,ROAS,704000170900,243500,134900,134900
2023,333600,ROAS,704000170100,2908600,2062950.1,2429966.03
2023,333600,ROAS,704000171400,3625000,2573145.72,2861002.79
2023,333600,ROAS,704000170200,776300,164326,288776
2023,333600,ROAS,704000170400,105000,47600,52300
2023,333600,ROAS,704000050500,90900,83325,90900
2023,333600,ROAS,704000090900,240000,217236.11,240000
2023,333600,ROAS,704000150500,500200,356784,362404
2023,333600,ROAS,704000030500,143400,113056.71,113056.71
2023,333600,ROAS,704000090170,39400,0,0
2023,333600,ROAS,704000170600,176800,84300,176000
2023,333600,ROAS,704000030230,228000,207208,207208
2023,333600,ROAS,704000075100,627636.5,627636.5,627636.5
2023,333600,ROAS,704000074500,1600,390,390
2023,333600,ROAS,704000074250,34200,29700,29700
2023,333600,ROAS,704000074150,26000,15435,15435
2023,333600,ROAS,703000030100,233100,174664.07,232031.31
2023,333600,ROAS,703000030200,4261051.3,4027126.96,4027126.96
2023,333600,ROAS,702000030400,82400,60700,60700
2023,333600,ROAS,702000050450,608400,402625,402625
2023,333600,ROAS,702000050350,594800,594800,594800
2023,333600,ROAS,702000090400,210700,137235,137235
2023,333600,ROAS,702000050250,2302200,2302200,2302200
2023,333600,ROAS,702000050150,4542500,4542500,4542500
2023,333600,ROAS,702000130200,16300,0,0
2023,331200,ROAS,160035110000,462600,0,0
2023,331200,ROAS,170323030201,208200,69042.8,0
2023,331200,ROAS,160080201000,692400,596799.78,0
2023,331200,ROAS,170332201000,118700,60660,0
2023,331200,ROAS,170310030201,176350.5,37345,0
2023,331200,ROAS,704000130200,208800,83150,83150
2023,331200,ROAS,704000130500,5000,0,0
2023,331200,ROAS,704000090500,100000,0,0
2023,331200,ROAS,704000150600,196700,64000,64000
2023,331200,ROAS,704000010200,238800,66803.59,66803.59
2023,331200,ROAS,704000010300,3000,0,0
2023,331200,ROAS,704000030210,3194100,2932751.62,2932751.62
2023,331200,ROAS,704000090150a,685672.4,578389.79,0
2023,331200,ROAS,704000030220,76000,75986.55,75986.55
2023,331200,ROAS,704000090400,3000,2100,2100
2023,331200,ROAS,701006210000,800150,800149,800149
2023,331200,ROAS,704000110100,14200,13612,13612
2023,331200,ROAS,704000110200,6600,5160,5160
2023,331200,ROAS,704000030300,48000,15595,15595
2023,331200,ROAS,704000170900,849850,185842,185842
2023,331200,ROAS,704000170100,2790200,1879503.78,1879503.78
2023,331200,ROAS,704000171400,2745800,2227508.5,2227508.5
2023,331200,ROAS,704000170200,90000,35500,35500
2023,331200,ROAS,704000170400,93000,64208,64208
2023,331200,ROAS,704000090900,240000,0,0
2023,331200,ROAS,704000150500,1076800,857368,857368
2023,331200,ROAS,704000030500,272400,242143.52,242143.52
2023,331200,ROAS,704000090170,25000,0,0
2023,331200,ROAS,704000170600,149800,122500,122500
2023,331200,ROAS,704000030230,114300,112320.37,112320.37
2023,331200,ROAS,704000075100,618600,0,0
2023,331200,ROAS,704000074500,27800,11640,11640
2023,331200,ROAS,704000074250,25400,17070,17070
2023,331200,ROAS,704000074150,30100,21200,21200
2023,331200,ROAS,703000030100,1437200,498742.97,498742.97
2023,331200,ROAS,703000030200,3420900,2947422.61,2947422.61
2023,331200,ROAS,702000130100,40240,40240,40240
2023,331200,ROAS,702000030400,83700,58515,58515
2023,331200,ROAS,702000050450,577500,418250,418250
2023,331200,ROAS,702000050350,903200,596024.03,596024.03
2023,331200,ROAS,702000090400,226700,133220,133220
2023,331200,ROAS,702000050250,3875900,1900175.03,1900175.03
2023,331200,ROAS,702000050150,4527200,3970852.49,3970876.49
2023,333100,ROAS,170323030202,31300,13800,0
2023,333100,ROAS,160080202000,1444000,744160,0
2023,333100,ROAS,170332202000,933900,473070,0
2023,333100,ROAS,170310030202,161307.2,58473,0
2023,333100,ROAS,704000130200,239800,209908.7,239800
2023,333100,ROAS,704000090100,0,0,0
2023,333100,ROAS,704000090500,100000,22860.8,0
2023,333100,ROAS,704000150600,70400,25400,51680
2023,333100,ROAS,704000010200,1393100,1158897.5,1393100
2023,333100,ROAS,704000010300,3000,0,3000
2023,333100,ROAS,704000030210,3784400,3656013.79,3784400
2023,333100,ROAS,704000090150a,890819.6,873199.14,0
2023,333100,ROAS,704000030220,14000,11448,14000
2023,333100,ROAS,704000090300,700,0,700
2023,333100,ROAS,704000090400,2400,800,2400
2023,333100,ROAS,701006210000,904700,690113.5,904700
2023,333100,ROAS,704000110100,0,0,0
2023,333100,ROAS,704000030300,32500,23547,32500
2023,333100,ROAS,704000170900,83100,71488,83100
2023,333100,ROAS,704000170100,1641850,1427304.23,1641850
2023,333100,ROAS,704000171400,2319000,1552638.21,2319000
2023,333100,ROAS,704000170200,54100,7580,7580
2023,333100,ROAS,704000170400,82300,80122.61,82300
2023,333100,ROAS,704000090900,240000,226016.66,240000
2023,333100,ROAS,704000150500,564700,484717,487507
2023,333100,ROAS,704000030500,179400,141005.42,164400
2023,333100,ROAS,704000090170,0,0,0
2023,333100,ROAS,704000170600,360000,255360,360000
2023,333100,ROAS,704000030230,68700,50024.39,68700
2023,333100,ROAS,704000075100,0,0,0
2023,333100,ROAS,704000074500,27100,5053.45,27100
2023,333100,ROAS,704000074250,26000,19900,26000
2023,333100,ROAS,704000074150,23800,16745,23800
2023,333100,ROAS,703000030100,282900,252689.37,282900
2023,333100,ROAS,703000030200,3382450,3233851.86,3233851.86
2023,333100,ROAS,702000030400,120600,119280,119280
2023,333100,ROAS,702000050450,624000,517000,624000
2023,333100,ROAS,702000050350,891200,853801.2,891200
2023,333100,ROAS,702000090400,160000,124690,124690
2023,333100,ROAS,702000050250,3024600,2724271.89,3024600
2023,333100,ROAS,702000050150,6206100,5713710.73,6206100
2023,404000,FSS,170332010000,28100,28100,0
2023,404000,FSS,704000010200,85600,15395,15395
2023,404000,FSS,704000090199,132000,120000,120000
2023,404000,FSS,704000110200,1899000,1749423.78,1823270.4
2023,404000,FSS,704000030500,302400,259734,259734
2023,404000,FSS,703000010500,1174381.97,1175326.09,0
2023,404000,FSS,703000030200,2413100,1177112.04,1177112.04
2023,404000,FSS,702000130240,615822.64,612821.98,0
2023,404000,FSS,702000050300,70900,0,0
2023,522000,CSS,160080010000,9593000,7929966,0
2023,522000,CSS,170332010000,9065000,24700,0
2023,522000,CSS,704000010200,23814217,21616528.55,23180944.05
2023,522000,CSS,704000090150a,1350057.8,965591.8,0
2023,522000,CSS,704000010500,72800,58213.32,58213.32
2023,522000,CSS,704000030500,285000,188634.47,188634.47
2023,522000,CSS,704000090170,40000,0,0
2023,522000,CSS,703000010500,936071.58,838852.75,0
2023,522000,CSS,703000030200,5438600,4650151.01,4778485.36
2023,522000,CSS,702000130240,1227052.21,1041187.79,0
2023,522000,CSS,702000130238,62163200,47411898.83,47411898.83
2023,522000,CSS,702000050300,112900,0,0
2023,522000,CSS,702000130246,2205800,514276.49,514276.49
2023,522000,CSS,702000130235,77397300,67728297.02,67728297.02
2023,522000,CSS,702000130249,24536100,22899037.65,22910761.08
2023,522000,CSS,702000130200,2711000,2675220,2675220
2023,522000,CSS,702000130245,56280600,53181702.4,53736950.96
2023,522000,CSS,702000130243,3526000,2087786.59,2111786.59
2023,522000,CSS,702000130247,12000000,8596930.86,8596930.86
2023,522000,CSS,702000130248,1500000,18000,18000
2023,270200,ROAS,170332010000,19994,19994,0
2023,270200,ROAS,704000010100,20235666.51,9357821.48,16150966.63
2023,270200,ROAS,704000090100,18682.95,18682.95,18682.95
2023,270200,ROAS,704000010200,2692900,984620.19,984620.19
2023,270200,ROAS,704000090800,43820035.56,1101600.5,1710780.5
2023,270200,ROAS,704000010300,44516900,41133436.2,41133436.2
2023,270200,ROAS,704000090150a,298192.54,115059.77,0
2023,270200,ROAS,704000250300,50000,0,0
2023,270200,ROAS,704000110200,1400300,990000,990000
2023,270200,ROAS,704000110400,8453990,6820150,7254150
2023,270200,ROAS,704000090600,6714744,1112810,4776476.66
2023,270200,ROAS,704000030500,220800,172086.66,172086.66
2023,270200,ROAS,704000090170,30000,0,0
2023,270200,ROAS,704000074500,500000,195495.81,195495.81
2023,270200,ROAS,703000030200,974400,942802.4,942802.4
2023,270200,ROAS,702000050300,617000,0,0
2023,270000,ROAS,160285010000,491500,0,0
2023,270000,ROAS,170334010000,64448900,15179444,0
2023,270000,ROAS,160080010000,22922806,4030360,0
2023,270000,ROAS,160160000000,20000000,0,0
2023,270000,ROAS,170332010000,4178100,420064,0
2023,270000,ROAS,704000010100,2059651.2,1640976.64,1673695.5
2023,270000,ROAS,704000010200,7542240.3,7342458.39,7342458.39
2023,270000,ROAS,704000090800,1273740,1273740,1273740
2023,270000,ROAS,704000010300,180000,118870,118870
2023,270000,ROAS,704000090150a,12265246.24,5976414.67,0
2023,270000,ROAS,704000090300,134000,133888.88,133888.88
2023,270000,ROAS,704000010500,2889900,2934425.43,2934425.43
2023,270000,ROAS,704000110300,0,0,0
2023,270000,ROAS,704000030300,0,0,0
2023,270000,ROAS,704000171100,1448000,0,1447067.16
2023,270000,ROAS,704000050100,6786028.5,6790323.37,6790323.37
2023,270000,ROAS,704000050200,322100,322022.4,322022.4
2023,270000,ROAS,704000150500,446700,446600,446600
2023,270000,ROAS,704000030500,222000,196500,196500
2023,270000,ROAS,704000090170,0,0,0
2023,270000,ROAS,704000074500,33520,33517.07,33517.07
2023,270000,ROAS,703000010500,2751618.91,2716377.7,0
2023,270000,ROAS,703000030200,6164800,5325435.57,5477538.57
2023,270000,ROAS,702000130240,1976691.55,1952929.36,0
2023,270000,ROAS,702000050300,386600,372187.47,372187.47
2023,333200,ROAS,170323030204,86000,3900,0
2023,333200,ROAS,160080204000,781400,632735,0
2023,333200,ROAS,160140204000,1700000,1653000,0
2023,333200,ROAS,170332204000,520700,428495.67,0
2023,333200,ROAS,170310030204,152331.6,96739.5,0
2023,333200,ROAS,704000130200,86500,59238,59238
2023,333200,ROAS,704000130500,600,0,0
2023,333200,ROAS,704000090100,84700,10202.3,10202.3
2023,333200,ROAS,704000150300,3500,3500,3500
2023,333200,ROAS,704000090500,100000,25840,0
2023,333200,ROAS,704000150600,42700,41800,41800
2023,333200,ROAS,704000010200,176100,173331.5,173331.5
2023,333200,ROAS,704000030210,1485800,1246552.48,1246552.48
2023,333200,ROAS,704000090150a,524240.44,524239.09,0
2023,333200,ROAS,704000030220,35800,33183.43,33183.43
2023,333200,ROAS,704000090300,1000,0,0
2023,333200,ROAS,704000090400,11200,6500,6500
2023,333200,ROAS,701006210000,142500,142486.5,142486.5
2023,333200,ROAS,704000110100,300,0,0
2023,333200,ROAS,704000030300,68600,31007.2,31007.2
2023,333200,ROAS,704000170900,217500,195465.97,195465.97
2023,333200,ROAS,704000170100,1412100,1384572.55,1384572.55
2023,333200,ROAS,704000171400,2200100,2065835.65,2065835.65
2023,333200,ROAS,704000170300,47700,0,0
2023,333200,ROAS,704000170200,20700,16591.7,16591.7
2023,333200,ROAS,704000170400,127600,115204,115204
2023,333200,ROAS,704000171700,1600,0,0
2023,333200,ROAS,704000090900,0,0,0
2023,333200,ROAS,704000150500,365600,339714.34,339714.34
2023,333200,ROAS,704000030500,195800,191269.75,191269.75
2023,333200,ROAS,704000170600,358000,7200,7200
2023,333200,ROAS,704000030230,36700,25067.15,25067.15
2023,333200,ROAS,704000075100,195000,194944.1,194944.1
2023,333200,ROAS,704000074500,300,0,0
2023,333200,ROAS,704000074250,43300,15726,15726
2023,333200,ROAS,704000074150,35700,17619.06,17619.06
2023,333200,ROAS,703000030100,238400,238400,238400
2023,333200,ROAS,703000030200,4421600,4421031.56,4421031.56
2023,333200,ROAS,702000030400,89200,86200,86200
2023,333200,ROAS,702000050450,314800,314800,314800
2023,333200,ROAS,702000050350,931500,931500,976556.7
2023,333200,ROAS,702000090400,166300,151150,151150
2023,333200,ROAS,702000050250,2508600,2503491.68,2503491.68
2023,333200,ROAS,702000050150,4128900,4128900,4212867.17
2023,320501,PCMS,160080010000,162700,79999,0
2023,320501,PCMS,170332010000,283300,196128,0
2023,320501,PCMS,704000010200,780800,183312.5,183312.5
2023,320501,PCMS,704000090150a,4318539.1,2900354.47,0
2023,320501,PCMS,704000171500,1852400,214000,880775.04
2023,320501,PCMS,704000150500,800000,227590,359190
2023,320501,PCMS,704000030500,128400,121230.29,121230.29
2023,320501,PCMS,703000010500,419572.29,419572.29,0
2023,320501,PCMS,703000030200,2712500,503796.38,525296.38
2023,320501,PCMS,702000071300,230769.25,0,0
2023,320501,PCMS,702000030400a,2000,0,0
2023,320501,PCMS,702000130240,1322167.23,1156093.13,0
2023,320501,PCMS,702000050300,952100,0,0
2023,207200,ROAS,704000010200,934277.98,928579,928579
2023,207200,ROAS,704000090150a,2335645.8,1775572.76,0
2023,207200,ROAS,704000010500,441555,441555,441555
2023,207200,ROAS,704000030500,127900,107113.67,107113.67
2023,207200,ROAS,704000090170,0,0,0
2023,207200,ROAS,703000030200,250800,236696.58,236696.58
